Crocus sativus
10 months
44 patients
Twenty patients
many patients
two days
levodopa treatment
STZ induced
authors induced
induced neutropenia
probably induced
groups showed
28 mg
mean time
11 days
25 days
significant coronary
control levels
one rat
kg bupivacaine
clinical side
patients achieved
bradycardia induced
test day
doxorubicin treatment
patient per
reported adverse
severe renal
doses used
control women
injury induced
47 patients
psychiatric patients
kg doxorubicin
16 mg
45 mg
prolonged treatment
days 15
treatment evaluation
therapy resulted
dobutamine induced
two first
single 10
patients treated
32 patients
33 patients
received cocaine
pressure without
induced de
renal protein
reduced doses
100 days
central effects
showed severe
damage may
developed hypotension
significant risk
infusion groups
cardiac cells
year serum
young patients
previously associated
dose dependent
group showed
included patient
factor associated
Thirty patients
maintenance patients
activity due
group receiving
patients randomly
days following
severe cases
observed using
drug could
potential drug
induced ischemia
induced seizure
treated dogs
hypotension induced
related acute
patient showed
cardiac symptoms
group compared
sodium increased
58 patients
diabetic patients
identify patients
migraine patients
study determined
showed normal
mean doses
age group
chemotherapy may
one developed
pressure decreased
increased levels
system may
also present
fluoxetine induced
lower dose
18 patients
induced hepatitis
related changes
mean heart
developed clinical
pressure following
acid therapy
significant effect
disease developed
developed cardiac
mg kg
normal heart
treatment mortality
injury may
daily administration
increased heart
kg daily
12 cases
24 patients
related liver
positive patients
observed following
80 patients
state induced
rate response
toxicity related
induced liver
cells compared
disease occurred
conversion patients
clinical study
increased cardiac
three treatment
drugs used
induced cardiovascular
induced MAP
induced hearing
induced neuronal
clinical seizures
developed symptoms
two case
five rats
inhibitor treatment
changes observed
renal sodium
55 patients
59 patients
hypotensive patients
intravenous dose
symptoms may
also compared
kg followed
treated patients
rats produced
occurred significantly
significant disease
days three
12 patients
rats creatinine
clinical case
infusion group
mean blood
dose levels
different treatment
mg caffeine
placebo day
stroke patients
therapy may
induction treatment
dose infusion
toxicity observed
developed chronic
22 patients
patients showed
dose per
related increase
cocaine increased
patients needed
compared using
results may
induced increase
control serum
induced tumor
19 mg
associated anemia
first dose
67 patients
control studies
60 patients
27 patients
study including
without effect
levels compared
toxicity associated
additional patients
hypertensive patients
patients exhibited
treatment reduced
group given
increased liver
age 10
myocardial disease
patients tested
decreased levels
effect level
rats presented
epilepticus induced
induced marrow
min compared
induced peripheral
chronic treatment
showed cardiac
expression may
clinical doses
seizures induced
alterations induced
carbamazepine induced
mg propranolol
arthritis patients
patients develop
micrograms dose
cells treated
induced neuropathy
following renal
days without
drug related
high rate
36 patients
effective therapy
increased cell
following acute
also reported
day 10
20 days
weeks developed
cardiac effects
rate control
18 rats
20 patients
disease risk
failure developed
chronic disease
patient treated
affected patients
liver levels
following case
epilepsy induced
synthesis induced
patient also
risk reported
without significantly
rats showed
increased plasma
dose groups
rate compared
hepatitis associated
doxorubicin dose
increase blood
dose group
treatment presented
rats receiving
induced artery
group developed
54 patients
results also
two control
nephrotoxicity induced
increase risk
groups treated
effect occurred
induced proteinuria
drug administered
syndrome induced
impairment induced
induced hypertensive
induced impairment
caused renal
induced renal
induced thrombosis
21 mg
used drug
levels observed
induced rat
drug treatment
binding induced
syndrome associated
effect caused
induced cerebral
10 patients
several patients
group reported
cancer therapy
cardiotoxicity induced
induced atrial
10 years
cells may
damage induced
induced bone
receiving treatment
study using
groups compared
may suggest
mg versus
hepatitis induced
one group
failure associated
hypertension associated
dose given
induced postoperative
induced pulmonary
28 patients
acute cardiac
induced coronary
clinical effects
acid administration
associated acute
significant clinical
15 patients
induced motor
women treated
levels also
changes induced
increased serum
significant cardiac
adverse renal
drug levels
incidence may
seizures increased
40 patients
45 patients
patients underwent
17 mg
kg total
test dose
reported significantly
first group
induced hepatic
receptor increased
infusion therapy
therapy due
mice developed
drugs may
seizure patients
case also
induced arterial
induced cognitive
first patient
23 patients
risk patients
05 mg
dysfunction induced
dose combination
rats using
induced lesions
case control
associated myocardial
increased renal
treatment produced
cocaine may
patient without
rats per
disease activity
induced damage
increased rate
warfarin patients
treated cells
syndrome may
receptor may
significantly associated
13 mg
male patients
treatment significantly
rats also
study showed
induced toxicity
disease control
case study
rats following
seizures group
isoproterenol induced
four treatment
48 patients
patients affected
toxicity may
acute treatment
effects caused
risk associated
30 patients
failure may
patients using
oral treatment
related renal
patients demonstrated
response effect
17 patients
patients exposed
patients presented
tumor patients
significantly compared
effects due
increased activity
chemotherapy induced
first study
treatment also
patients followed
pain associated
effects may
35 patients
increased blood
combination treatment
one renal
surgery patients
kg dose
associated changes
changes associated
disease patient
kg given
risk increased
observed effect
three rats
patient reported
induced toxic
25 patients
study group
activity may
patients seen
patients studied
10 mice
clinical effect
administered rats
disease treated
effect associated
induced prolonged
induced inhibition
group treated
kg cocaine
14 mg
disease patients
drug effect
induced bladder
group also
significant drug
cocaine effects
mice may
dose studies
increased use
significant effects
associated cardiac
nephropathy patients
